0,828,2,0,0,2,8,3,15,28,4,7
0,828,3,1,0,3,8,3,15,28,4,7
10,829,3,0,0,5,8,3,15,28,4,7
17,830,0,0,0,4,8,3,15,28,4,7
25,830,8,0,0,4,8,3,15,28,4,85
45,832,8,0,0,0,8,3,15,28,4,7
46,832,9,0,0,1,8,6,15,28,4,349
51,833,4,0,0,6,8,3,15,28,4,7
74,835,7,0,0,5,8,3,15,28,4,49
77,836,0,0,0,0,8,3,15,28,4,49
96,837,9,0,0,3,8,3,15,28,4,85
103,838,6,0,0,2,8,3,15,28,4,7
110,839,3,0,0,1,8,3,15,28,4,437
120,840,3,1,0,3,8,3,15,28,4,7
235,851,8,0,0,6,8,3,15,28,4,7
240,852,3,1,0,3,8,3,15,28,4,7
261,854,4,0,0,0,8,3,15,28,4,7
287,857,0,0,0,2,8,3,15,28,4,7
302,858,5,0,0,1,8,6,15,28,4,7
327,861,0,0,0,2,8,3,15,28,4,7
339,862,2,0,0,6,8,3,15,28,4,7
352,863,5,0,0,3,8,3,15,28,4,7
358,864,1,0,0,1,8,18,15,28,4,325
360,864,3,1,0,3,8,3,15,28,4,7
369,865,2,0,0,4,8,3,15,28,4,7
377,866,0,0,0,4,1,3,15,28,4,7
385,866,8,0,0,4,2,3,15,28,4,7
393,867,6,0,0,4,3,3,15,28,4,7
394,867,7,0,0,5,8,15,15,28,4,161
419,870,2,0,0,6,8,3,15,28,4,7
459,874,2,0,0,6,8,3,15,28,4,7
480,876,3,1,0,3,8,3,15,28,4,7
510,879,3,1,0,1,8,3,15,28,4,7
579,886,2,0,0,6,8,3,15,28,4,7
595,887,8,0,0,6,8,3,15,28,4,7
600,888,3,1,0,3,8,3,15,28,4,7
618,890,1,1,0,5,8,3,15,28,4,217
699,898,2,0,0,6,8,3,15,28,4,7
720,900,3,1,0,3,8,3,15,28,4,7
749,903,2,1,0,0,8,3,15,28,4,57
787,907,0,0,0,6,8,3,15,28,4,7
814,909,7,0,0,1,8,3,15,28,4,1431
840,912,3,1,0,3,8,3,15,28,4,7
853,913,6,0,0,0,8,3,15,28,4,7
889,917,2,0,0,4,8,3,15,28,4,7
925,920,8,0,0,0,8,3,15,28,4,57
930,921,3,0,0,5,8,6,15,28,4,1383
939,922,2,0,0,6,8,3,15,28,4,7
960,924,3,1,0,3,8,3,15,28,4,7
967,925,0,0,0,2,8,3,15,28,4,7
1001,928,4,0,0,4,8,3,15,28,4,7
1019,930,2,0,0,6,8,3,15,28,4,7
1059,934,2,0,0,6,8,3,15,28,4,7
1080,936,3,1,0,3,8,3,15,28,4,7
1169,945,2,0,0,4,8,3,15,28,4,49
1177,946,0,0,0,4,1,3,15,28,4,7
1179,946,2,0,0,6,8,3,15,28,4,7
1185,946,8,0,0,4,2,3,15,28,4,7
1190,947,3,1,0,1,8,3,15,28,4,7
1193,947,6,0,0,4,3,3,15,28,4,7
1299,958,2,0,0,6,8,3,15,28,4,7
1320,960,3,1,0,3,8,3,15,28,4,7
1378,966,1,1,0,5,8,3,15,28,4,7
1415,969,8,0,0,2,8,3,15,28,4,7
1437,972,0,1,0,0,8,3,15,28,4,49
1441,972,3,1,0,3,8,3,15,28,4,7
1500,978,3,1,0,7,8,3,15,28,4,73
1539,982,2,0,0,6,8,3,15,28,4,7
1592,987,5,1,0,3,8,3,15,28,4,7
1634,991,7,1,0,5,8,3,15,28,4,7
1645,992,8,1,0,0,8,3,15,28,4,7
1646,992,9,1,0,1,8,3,15,28,4,7
1659,994,2,0,0,6,8,3,15,28,4,7
1660,994,3,1,0,7,8,3,15,28,4,7
1667,995,0,1,0,6,8,3,15,28,4,7
1670,995,3,1,0,1,8,3,15,28,4,7
1686,996,9,1,0,1,8,3,15,28,4,7
1694,997,7,1,0,1,8,3,15,28,4,7
1695,997,8,1,0,2,8,6,15,28,4,57
1712,999,5,1,0,3,8,3,15,28,4,105
1717,1000,0,1,0,0,8,3,15,28,4,57
1738,1002,1,1,0,5,8,3,15,28,4,7
1739,1002,2,1,0,6,8,3,15,28,4,57
1746,1002,9,1,0,5,8,3,15,28,4,7
1747,1003,0,1,0,6,8,3,15,28,4,49
1764,1004,7,1,0,7,8,3,15,28,4,7
1765,1004,8,0,0,0,8,3,15,28,4,49
1773,1005,6,1,0,0,8,3,15,28,4,185
1775,1005,8,0,0,2,8,3,15,28,4,7
1779,1006,2,0,0,6,8,3,15,28,4,7
1790,1007,3,1,0,1,8,3,15,28,4,49
1800,1008,3,1,0,3,8,3,15,28,4,7
1809,1009,2,0,0,4,8,3,15,28,4,7
1816,1009,9,1,0,3,8,3,15,28,4,7
1820,1010,3,1,0,7,8,3,15,28,4,7
1835,1011,8,0,0,6,8,3,15,28,4,7
1835,1011,8,1,0,6,8,3,15,28,4,7
1836,1011,9,1,0,7,8,39,15,28,4,49
1842,1012,5,1,0,5,8,3,15,28,4,277
1864,1014,7,0,0,3,8,3,15,28,4,121
1887,1017,0,1,0,2,8,39,15,28,4,437
1899,1018,2,0,0,6,8,3,15,28,4,7
1899,1018,2,1,0,6,8,3,15,28,4,49
1900,1018,3,1,0,7,8,6,15,28,4,3662
1920,1020,3,1,0,3,8,3,15,28,4,7
1926,1020,9,0,0,1,8,3,15,28,4,7
1936,1021,9,1,0,3,8,3,15,28,4,7
1940,1022,3,1,0,7,8,3,15,28,4,325
1962,0,5,1,0,5,8,3,15,28,4,7
1963,0,6,1,0,6,8,3,15,28,4,49
1976,1,9,1,0,3,8,50,15,28,4,7
1977,2,0,1,0,4,8,50,15,28,4,7
1978,2,1,1,0,5,8,39,15,28,4,7
1982,2,5,1,0,1,8,15,15,28,4,7
2005,4,8,0,0,0,8,3,15,28,4,49
2009,5,1,1,0,3,8,3,15,28,4,4587
2019,6,2,0,0,6,8,3,15,28,4,7
2040,8,3,1,0,3,8,3,15,28,4,7
2048,9,0,0,0,2,8,3,15,28,4,7
2055,9,8,0,0,2,8,3,15,28,4,49
2063,10,6,0,0,2,8,3,15,28,4,7
2075,11,8,1,0,6,8,3,15,28,4,49
2081,12,4,0,0,4,8,3,15,28,4,7
2104,14,7,0,0,3,8,3,15,28,4,49
2105,14,8,0,0,4,8,6,15,28,4,7
2107,15,0,0,0,6,8,3,15,28,4,7
2127,17,0,0,0,2,8,3,15,28,4,57
2133,17,6,0,0,0,8,3,15,28,4,49
2140,18,2,0,0,6,8,3,15,28,4,7
2160,20,3,1,0,3,8,3,15,28,4,7
2162,20,5,1,0,5,8,3,15,28,4,3662
2164,20,7,1,0,7,8,6,15,28,4,49
2165,20,8,1,0,0,8,3,15,28,4,57
2167,21,0,0,0,2,8,3,15,28,4,185
2185,22,7,1,0,3,8,3,15,28,4,7
2191,23,4,0,0,2,8,3,15,28,4,7
2193,23,6,1,0,4,8,3,15,28,4,4587
2225,26,8,0,0,4,8,3,15,28,4,437
2244,28,7,0,0,7,8,3,15,28,4,4587
2245,28,8,0,0,0,8,39,15,28,4,7
2252,29,5,0,0,7,8,3,15,28,4,49
2253,29,6,1,0,0,8,3,15,28,4,57
2263,30,6,1,0,2,8,3,15,28,4,3662
2273,31,6,1,0,4,8,3,15,28,4,49
2279,32,2,1,0,2,8,3,15,28,4,133
2280,32,3,1,0,3,8,6,15,28,4,7
2282,32,5,1,0,5,8,3,15,28,4,57
2283,32,6,1,0,6,8,44,15,28,4,49
2284,32,7,1,0,7,8,50,15,28,4,405
2285,32,8,1,0,0,8,3,15,28,4,133
2290,33,3,0,0,5,8,6,15,28,4,293
2300,34,2,1,0,6,8,3,15,28,4,4107
2317,36,0,1,0,0,8,3,15,28,4,225
2346,38,8,0,0,4,8,3,15,28,4,7
2356,39,9,0,0,7,8,3,15,28,4,7
2359,40,2,0,0,2,8,3,15,28,4,57
2371,41,4,0,0,6,8,3,15,28,4,7
2376,41,9,0,0,3,8,3,15,28,4,49
2387,43,0,0,0,6,8,33,15,28,4,7
